date,fruit_type,price
2024-09-15,woodapple,146
2024-09-16,woodapple,152
2024-09-17,woodapple,153
2024-09-18,woodapple,143
2024-09-19,woodapple,138
2024-09-20,woodapple,141
2024-09-21,woodapple,141
2024-09-22,woodapple,155
2024-09-23,woodapple,146
2024-09-24,woodapple,137
2024-09-25,woodapple,148
2024-09-26,woodapple,156
2024-09-27,woodapple,142
2024-09-28,woodapple,160
2024-09-29,woodapple,147
2024-09-30,woodapple,156
2024-10-01,woodapple,148
2024-10-02,woodapple,146
2024-10-03,woodapple,158
2024-10-04,woodapple,158
2024-10-05,woodapple,160
2024-10-06,woodapple,151
2024-10-07,woodapple,153
2024-10-08,woodapple,155
2024-10-09,woodapple,145
2024-10-10,woodapple,148
2024-10-11,woodapple,145
2024-10-12,woodapple,150
2024-10-13,woodapple,140
2024-10-14,woodapple,153
2024-10-15,woodapple,145
2024-10-16,woodapple,151
2024-10-17,woodapple,153
2024-10-18,woodapple,149
2024-10-19,woodapple,156
2024-10-20,woodapple,148
2024-10-21,woodapple,142
2024-10-22,woodapple,158
2024-10-23,woodapple,139
2024-10-24,woodapple,150
2024-10-25,woodapple,146
2024-10-26,woodapple,150
2024-10-27,woodapple,140
2024-10-28,woodapple,145
2024-10-29,woodapple,145
2024-10-30,woodapple,154
2024-10-31,woodapple,148
2024-11-01,woodapple,147
2024-11-02,woodapple,154
2024-11-03,woodapple,144
2024-11-04,woodapple,148
2024-11-05,woodapple,155
2024-11-06,woodapple,139
2024-11-07,woodapple,153
2024-11-08,woodapple,152
2024-11-09,woodapple,149
2024-11-10,woodapple,153
2024-11-11,woodapple,156
2024-11-12,woodapple,160
2024-11-13,woodapple,153
2024-11-14,woodapple,151
2024-11-15,woodapple,139
2024-11-16,woodapple,139
2024-11-17,woodapple,146
2024-11-18,woodapple,147
2024-11-19,woodapple,154
2024-11-20,woodapple,151
2024-11-21,woodapple,150
2024-11-22,woodapple,145
2024-11-23,woodapple,149
2024-11-24,woodapple,156
2024-11-25,woodapple,144
2024-11-26,woodapple,148
2024-11-27,woodapple,140
2024-11-28,woodapple,146
2024-11-29,woodapple,150
2024-11-30,woodapple,149
2024-12-01,woodapple,152
2024-12-02,woodapple,147
2024-12-03,woodapple,147
2024-12-04,woodapple,138
2024-12-05,woodapple,146
2024-12-06,woodapple,159
2024-12-07,woodapple,152
2024-12-08,woodapple,157
2024-12-09,woodapple,149
2024-12-10,woodapple,154
2024-12-11,woodapple,147
2024-12-12,woodapple,155
2024-12-13,woodapple,148
2024-12-14,woodapple,143
2024-12-15,woodapple,155
2024-12-16,woodapple,147
2024-12-17,woodapple,152
2024-12-18,woodapple,145
2024-12-19,woodapple,153
2024-12-20,woodapple,141
2024-12-21,woodapple,150
2024-12-22,woodapple,151
2024-12-23,woodapple,151
2024-12-24,woodapple,151
2024-12-25,woodapple,144
2024-12-26,woodapple,155
2024-12-27,woodapple,150
2024-12-28,woodapple,142
2024-12-29,woodapple,151
2024-12-30,woodapple,144
2024-12-31,woodapple,145
2025-01-01,woodapple,133
2025-01-02,woodapple,125
2025-01-03,woodapple,140
2025-01-04,woodapple,140
2025-01-05,woodapple,138
2025-01-06,woodapple,139
2025-01-07,woodapple,128
2025-01-08,woodapple,144
2025-01-09,woodapple,138
2025-01-10,woodapple,128
2025-01-11,woodapple,138
2025-01-12,woodapple,137
2025-01-13,woodapple,137
2025-01-14,woodapple,140
2025-01-15,woodapple,137
2025-01-16,woodapple,142
2025-01-17,woodapple,134
2025-01-18,woodapple,132
2025-01-19,woodapple,141
2025-01-20,woodapple,142
2025-01-21,woodapple,137
2025-01-22,woodapple,145
2025-01-23,woodapple,139
2025-01-24,woodapple,135
2025-01-25,woodapple,131
2025-01-26,woodapple,130
2025-01-27,woodapple,138
2025-01-28,woodapple,138
2025-01-29,woodapple,125
2025-01-30,woodapple,134
2025-01-31,woodapple,151
2025-02-01,woodapple,133
2025-02-02,woodapple,128
2025-02-03,woodapple,125
2025-02-04,woodapple,147
2025-02-05,woodapple,145
2025-02-06,woodapple,136
2025-02-07,woodapple,133
2025-02-08,woodapple,133
2025-02-09,woodapple,136
2025-02-10,woodapple,125
2025-02-11,woodapple,130
2025-02-12,woodapple,131
2025-02-13,woodapple,137
2025-02-14,woodapple,131
2025-02-15,woodapple,127
2025-02-16,woodapple,142
2025-02-17,woodapple,144
2025-02-18,woodapple,132
2025-02-19,woodapple,139
2025-02-20,woodapple,144
2025-02-21,woodapple,140
2025-02-22,woodapple,125
2025-02-23,woodapple,126
2025-02-24,woodapple,136
2025-02-25,woodapple,128
2025-02-26,woodapple,127
2025-02-27,woodapple,139
2025-02-28,woodapple,132
2025-03-01,woodapple,158
2025-03-02,woodapple,148
2025-03-03,woodapple,141
2025-03-04,woodapple,151
2025-03-05,woodapple,144
2025-03-06,woodapple,160
2025-03-07,woodapple,146
2025-03-08,woodapple,150
2025-03-09,woodapple,149
2025-03-10,woodapple,151
2025-03-11,woodapple,141
2025-03-12,woodapple,140
2025-03-13,woodapple,144
2025-03-14,woodapple,152
2025-03-15,woodapple,147
2025-03-16,woodapple,134
2025-03-17,woodapple,153
2025-03-18,woodapple,153
2025-03-19,woodapple,145
2025-03-20,woodapple,152
2025-03-21,woodapple,152
2025-03-22,woodapple,156
2025-03-23,woodapple,146
2025-03-24,woodapple,146
2025-03-25,woodapple,156
2025-03-26,woodapple,158
2025-03-27,woodapple,150
2025-03-28,woodapple,143
2025-03-29,woodapple,156
2025-03-30,woodapple,142
2025-03-31,woodapple,147
2025-04-01,woodapple,159
2025-04-02,woodapple,154
2025-04-03,woodapple,158
2025-04-04,woodapple,151
2025-04-05,woodapple,150
2025-04-06,woodapple,152
2025-04-07,woodapple,155
2025-04-08,woodapple,147
2025-04-09,woodapple,148
2025-04-10,woodapple,151
2025-04-11,woodapple,165
2025-04-12,woodapple,147
2025-04-13,woodapple,148
2025-04-14,woodapple,143
2025-04-15,woodapple,149
2025-04-16,woodapple,138
2025-04-17,woodapple,159
2025-04-18,woodapple,153
2025-04-19,woodapple,140
2025-04-20,woodapple,143
2025-04-21,woodapple,152
2025-04-22,woodapple,141
2025-04-23,woodapple,160
2025-04-24,woodapple,152
2025-04-25,woodapple,149
2025-04-26,woodapple,156
2025-04-27,woodapple,143
2025-04-28,woodapple,147
2025-04-29,woodapple,144
2025-04-30,woodapple,158
2025-05-01,woodapple,146
2024-01-01,watermelon,118
2024-01-02,watermelon,116
2024-01-03,watermelon,129
2024-01-04,watermelon,114
2024-01-05,watermelon,124
2024-01-06,watermelon,124
2024-01-07,watermelon,121
2024-01-08,watermelon,118
2024-01-09,watermelon,115
2024-01-10,watermelon,121
2024-01-11,watermelon,117
2024-01-12,watermelon,118
2024-01-13,watermelon,121
2024-01-14,watermelon,116
2024-01-15,watermelon,121
2024-01-16,watermelon,119
2024-01-17,watermelon,120
2024-01-18,watermelon,126
2024-01-19,watermelon,111
2024-01-20,watermelon,120
2024-01-21,watermelon,116
2024-01-22,watermelon,119
2024-01-23,watermelon,120
2024-01-24,watermelon,117
2024-01-25,watermelon,117
2024-01-26,watermelon,118
2024-01-27,watermelon,123
2024-01-28,watermelon,117
2024-01-29,watermelon,119
2024-01-30,watermelon,118
2024-01-31,watermelon,120
2024-02-01,watermelon,122
2024-02-02,watermelon,126
2024-02-03,watermelon,113
2024-02-04,watermelon,128
2024-02-05,watermelon,117
2024-02-06,watermelon,123
2024-02-07,watermelon,120
2024-02-08,watermelon,117
2024-02-09,watermelon,115
2024-02-10,watermelon,115
2024-02-11,watermelon,115
2024-02-12,watermelon,123
2024-02-13,watermelon,133
2024-02-14,watermelon,118
2024-02-15,watermelon,108
2024-02-16,watermelon,118
2024-02-17,watermelon,117
2024-02-18,watermelon,121
2024-02-19,watermelon,120
2024-02-20,watermelon,117
2024-02-21,watermelon,126
2024-02-22,watermelon,125
2024-02-23,watermelon,132
2024-02-24,watermelon,128
2024-02-25,watermelon,124
2024-02-26,watermelon,119
2024-02-27,watermelon,124
2024-02-28,watermelon,116
2024-02-29,watermelon,118
2024-03-01,watermelon,105
2024-03-02,watermelon,112
2024-03-03,watermelon,113
2024-03-04,watermelon,117
2024-03-05,watermelon,106
2024-03-06,watermelon,106
2024-03-07,watermelon,104
2024-03-08,watermelon,101
2024-03-09,watermelon,113
2024-03-10,watermelon,100
2024-03-11,watermelon,114
2024-03-12,watermelon,108
2024-03-13,watermelon,106
2024-03-14,watermelon,110
2024-03-15,watermelon,109
2024-03-16,watermelon,100
2024-03-17,watermelon,104
2024-03-18,watermelon,104
2024-03-19,watermelon,111
2024-03-20,watermelon,102
2024-03-21,watermelon,115
2024-03-22,watermelon,111
2024-03-23,watermelon,111
2024-03-24,watermelon,108
2024-03-25,watermelon,112
2024-03-26,watermelon,101
2024-03-27,watermelon,111
2024-03-28,watermelon,107
2024-03-29,watermelon,104
2024-03-30,watermelon,111
2024-03-31,watermelon,118
2024-04-01,watermelon,103
2024-04-02,watermelon,113
2024-04-03,watermelon,102
2024-04-04,watermelon,100
2024-04-05,watermelon,106
2024-04-06,watermelon,108
2024-04-07,watermelon,101
2024-04-08,watermelon,102
2024-04-09,watermelon,107
2024-04-10,watermelon,111
2024-04-11,watermelon,101
2024-04-12,watermelon,101
2024-04-13,watermelon,110
2024-04-14,watermelon,112
2024-04-15,watermelon,100
2024-04-16,watermelon,101
2024-04-17,watermelon,107
2024-04-18,watermelon,105
2024-04-19,watermelon,113
2024-04-20,watermelon,114
2024-04-21,watermelon,104
2024-04-22,watermelon,106
2024-04-23,watermelon,118
2024-04-24,watermelon,102
2024-04-25,watermelon,103
2024-04-26,watermelon,109
2024-04-27,watermelon,107
2024-04-28,watermelon,108
2024-04-29,watermelon,113
2024-04-30,watermelon,107
2024-05-01,watermelon,120
2024-05-02,watermelon,104
2024-05-03,watermelon,105
2024-05-04,watermelon,101
2024-05-05,watermelon,118
2024-05-06,watermelon,114
2024-05-07,watermelon,104
2024-05-08,watermelon,111
2024-05-09,watermelon,120
2024-05-10,watermelon,107
2024-05-11,watermelon,109
2024-05-12,watermelon,104
2024-05-13,watermelon,101
2024-05-14,watermelon,105
2024-05-15,watermelon,115
2024-05-16,watermelon,112
2024-05-17,watermelon,112
2024-05-18,watermelon,104
2024-05-19,watermelon,108
2024-05-20,watermelon,119
2024-05-21,watermelon,115
2024-05-22,watermelon,100
2024-05-23,watermelon,110
2024-05-24,watermelon,107
2024-05-25,watermelon,108
2024-05-26,watermelon,100
2024-05-27,watermelon,114
2024-05-28,watermelon,111
2024-05-29,watermelon,113
2024-05-30,watermelon,101
2024-05-31,watermelon,119
2024-06-01,watermelon,115
2024-06-02,watermelon,121
2024-06-03,watermelon,116
2024-06-04,watermelon,125
2024-06-05,watermelon,124
2024-06-06,watermelon,115
2024-06-07,watermelon,124
2024-06-08,watermelon,111
2024-06-09,watermelon,122
2024-06-10,watermelon,116
2024-06-11,watermelon,120
2024-06-12,watermelon,121
2024-06-13,watermelon,127
2024-06-14,watermelon,125
2024-06-15,watermelon,115
2024-06-16,watermelon,118
2024-06-17,watermelon,111
2024-06-18,watermelon,121
2024-06-19,watermelon,130
2024-06-20,watermelon,122
2024-06-21,watermelon,120
2024-06-22,watermelon,123
2024-06-23,watermelon,116
2024-06-24,watermelon,116
2024-06-25,watermelon,113
2024-06-26,watermelon,117
2024-06-27,watermelon,114
2024-06-28,watermelon,127
2024-06-29,watermelon,121
2024-06-30,watermelon,113
2024-07-01,watermelon,122
2024-07-02,watermelon,117
2024-07-03,watermelon,112
2024-07-04,watermelon,118
2024-07-05,watermelon,111
2024-07-06,watermelon,128
2024-07-07,watermelon,121
2024-07-08,watermelon,119
2024-07-09,watermelon,115
2024-07-10,watermelon,122
2024-07-11,watermelon,121
2024-07-12,watermelon,117
2024-07-13,watermelon,117
2024-07-14,watermelon,122
2024-07-15,watermelon,124
2024-07-16,watermelon,116
2024-07-17,watermelon,127
2024-07-18,watermelon,115
2024-07-19,watermelon,124
2024-07-20,watermelon,126
2024-07-21,watermelon,126
2024-07-22,watermelon,122
2024-07-23,watermelon,122
2024-07-24,watermelon,115
2024-07-25,watermelon,122
2024-07-26,watermelon,122
2024-07-27,watermelon,125
2024-07-28,watermelon,119
2024-07-29,watermelon,128
2024-07-30,watermelon,114
2024-07-31,watermelon,122
2024-08-01,watermelon,128
2024-08-02,watermelon,115
2024-08-03,watermelon,118
2024-08-04,watermelon,114
2024-08-05,watermelon,119
2024-08-06,watermelon,115
2024-08-07,watermelon,118
2024-08-08,watermelon,118
2024-08-09,watermelon,117
2024-08-10,watermelon,120
2024-08-11,watermelon,116
2024-08-12,watermelon,122
2024-08-13,watermelon,109
2024-08-14,watermelon,126
2024-08-15,watermelon,119
2024-08-16,watermelon,124
2024-08-17,watermelon,121
2024-08-18,watermelon,128
2024-08-19,watermelon,110
2024-08-20,watermelon,121
2024-08-21,watermelon,121
2024-08-22,watermelon,117
2024-08-23,watermelon,117
2024-08-24,watermelon,122
2024-08-25,watermelon,122
2024-08-26,watermelon,118
2024-08-27,watermelon,116
2024-08-28,watermelon,126
2024-08-29,watermelon,128
2024-08-30,watermelon,121
2024-08-31,watermelon,110
2024-09-01,watermelon,124
2024-09-02,watermelon,124
2024-09-03,watermelon,119
2024-09-04,watermelon,112
2024-09-05,watermelon,118
2024-09-06,watermelon,118
2024-09-07,watermelon,124
2024-09-08,watermelon,126
2024-09-09,watermelon,118
2024-09-10,watermelon,120
2024-09-11,watermelon,120
2024-09-12,watermelon,123
2024-09-13,watermelon,116
2024-09-14,watermelon,116
2024-09-15,watermelon,118
2024-09-16,watermelon,130
2024-09-17,watermelon,113
2024-09-18,watermelon,113
2024-09-19,watermelon,114
2024-09-20,watermelon,111
2024-09-21,watermelon,127
2024-09-22,watermelon,125
2024-09-23,watermelon,120
2024-09-24,watermelon,123
2024-09-25,watermelon,124
2024-09-26,watermelon,122
2024-09-27,watermelon,120
2024-09-28,watermelon,125
2024-09-29,watermelon,124
2024-09-30,watermelon,118
2024-10-01,watermelon,118
2024-10-02,watermelon,120
2024-10-03,watermelon,111
2024-10-04,watermelon,117
2024-10-05,watermelon,127
2024-10-06,watermelon,123
2024-10-07,watermelon,120
2024-10-08,watermelon,121
2024-10-09,watermelon,114
2024-10-10,watermelon,125
2024-10-11,watermelon,116
2024-10-12,watermelon,119
2024-10-13,watermelon,120
2024-10-14,watermelon,122
2024-10-15,watermelon,114
2024-10-16,watermelon,120
2024-10-17,watermelon,122
2024-10-18,watermelon,125
2024-10-19,watermelon,119
2024-10-20,watermelon,125
2024-10-21,watermelon,113
2024-10-22,watermelon,111
2024-10-23,watermelon,120
2024-10-24,watermelon,115
2024-10-25,watermelon,110
2024-10-26,watermelon,115
2024-10-27,watermelon,113
2024-10-28,watermelon,120
2024-10-29,watermelon,114
2024-10-30,watermelon,115
2024-10-31,watermelon,121
2024-11-01,watermelon,125
2024-11-02,watermelon,113
2024-11-03,watermelon,118
2024-11-04,watermelon,116
2024-11-05,watermelon,124
2024-11-06,watermelon,119
2024-11-07,watermelon,122
2024-11-08,watermelon,116
2024-11-09,watermelon,129
2024-11-10,watermelon,127
2024-11-11,watermelon,117
2024-11-12,watermelon,122
2024-11-13,watermelon,116
2024-11-14,watermelon,120
2024-11-15,watermelon,122
2024-11-16,watermelon,118
2024-11-17,watermelon,117
2024-11-18,watermelon,119
2024-11-19,watermelon,124
2024-11-20,watermelon,123
2024-11-21,watermelon,122
2024-11-22,watermelon,121
2024-11-23,watermelon,117
2024-11-24,watermelon,118
2024-11-25,watermelon,122
2024-11-26,watermelon,126
2024-11-27,watermelon,117
2024-11-28,watermelon,128
2024-11-29,watermelon,123
2024-11-30,watermelon,125
2024-12-01,watermelon,118
2024-12-02,watermelon,115
2024-12-03,watermelon,117
2024-12-04,watermelon,117
2024-12-05,watermelon,122
2024-12-06,watermelon,117
2024-12-07,watermelon,121
2024-12-08,watermelon,119
2024-12-09,watermelon,125
2024-12-10,watermelon,118
2024-12-11,watermelon,113
2024-12-12,watermelon,124
2024-12-13,watermelon,126
2024-12-14,watermelon,112
2024-12-15,watermelon,114
2024-12-16,watermelon,124
2024-12-17,watermelon,109
2024-12-18,watermelon,117
2024-12-19,watermelon,121
2024-12-20,watermelon,117
2024-12-21,watermelon,116
2024-12-22,watermelon,117
2024-12-23,watermelon,119
2024-12-24,watermelon,123
2024-12-25,watermelon,121
2024-12-26,watermelon,118
2024-12-27,watermelon,122
2024-12-28,watermelon,123
2024-12-29,watermelon,121
2024-12-30,watermelon,121
2024-12-31,watermelon,117
2025-01-01,watermelon,122
2025-01-02,watermelon,126
2025-01-03,watermelon,117
2025-01-04,watermelon,111
2025-01-05,watermelon,124
2025-01-06,watermelon,116
2025-01-07,watermelon,118
2025-01-08,watermelon,128
2025-01-09,watermelon,126
2025-01-10,watermelon,113
2025-01-11,watermelon,119
2025-01-12,watermelon,117
2025-01-13,watermelon,126
2025-01-14,watermelon,116
2025-01-15,watermelon,120
2025-01-16,watermelon,114
2025-01-17,watermelon,122
2025-01-18,watermelon,119
2025-01-19,watermelon,120
2025-01-20,watermelon,114
2025-01-21,watermelon,118
2025-01-22,watermelon,123
2025-01-23,watermelon,115
2025-01-24,watermelon,119
2025-01-25,watermelon,113
2025-01-26,watermelon,123
2025-01-27,watermelon,115
2025-01-28,watermelon,115
2025-01-29,watermelon,117
2025-01-30,watermelon,118
2025-01-31,watermelon,126
2025-02-01,watermelon,117
2025-02-02,watermelon,119
2025-02-03,watermelon,115
2025-02-04,watermelon,121
2025-02-05,watermelon,118
2025-02-06,watermelon,116
2025-02-07,watermelon,122
2025-02-08,watermelon,127
2025-02-09,watermelon,120
2025-02-10,watermelon,119
2025-02-11,watermelon,118
2025-02-12,watermelon,130
2025-02-13,watermelon,122
2025-02-14,watermelon,111
2025-02-15,watermelon,118
2025-02-16,watermelon,128
2025-02-17,watermelon,128
2025-02-18,watermelon,116
2025-02-19,watermelon,120
2025-02-20,watermelon,117
2025-02-21,watermelon,118
2025-02-22,watermelon,122
2025-02-23,watermelon,119
2025-02-24,watermelon,124
2025-02-25,watermelon,122
2025-02-26,watermelon,119
2025-02-27,watermelon,111
2025-02-28,watermelon,114
2025-03-01,watermelon,110
2025-03-02,watermelon,109
2025-03-03,watermelon,101
2025-03-04,watermelon,100
2025-03-05,watermelon,112
2025-03-06,watermelon,115
2025-03-07,watermelon,112
2025-03-08,watermelon,107
2025-03-09,watermelon,100
2025-03-10,watermelon,102
2025-03-11,watermelon,103
2025-03-12,watermelon,101
2025-03-13,watermelon,106
2025-03-14,watermelon,108
2025-03-15,watermelon,100
2025-03-16,watermelon,116
2025-03-17,watermelon,109
2025-03-18,watermelon,101
2025-03-19,watermelon,101
2025-03-20,watermelon,100
2025-03-21,watermelon,112
2025-03-22,watermelon,100
2025-03-23,watermelon,121
2025-03-24,watermelon,108
2025-03-25,watermelon,110
2025-03-26,watermelon,100
2025-03-27,watermelon,100
2025-03-28,watermelon,104
2025-03-29,watermelon,105
2025-03-30,watermelon,106
2025-03-31,watermelon,107
2025-04-01,watermelon,101
2025-04-02,watermelon,107
2025-04-03,watermelon,104
2025-04-04,watermelon,112
2025-04-05,watermelon,100
2025-04-06,watermelon,103
2025-04-07,watermelon,120
2025-04-08,watermelon,109
2025-04-09,watermelon,111
2025-04-10,watermelon,112
2025-04-11,watermelon,106
2025-04-12,watermelon,107
2025-04-13,watermelon,105
2025-04-14,watermelon,110
2025-04-15,watermelon,105
2025-04-16,watermelon,106
2025-04-17,watermelon,108
2025-04-18,watermelon,110
2025-04-19,watermelon,106
2025-04-20,watermelon,101
2025-04-21,watermelon,113
2025-04-22,watermelon,109
2025-04-23,watermelon,101
2025-04-24,watermelon,106
2025-04-25,watermelon,108
2025-04-26,watermelon,115
2025-04-27,watermelon,100
2025-04-28,watermelon,101
2025-04-29,watermelon,111
2025-04-30,watermelon,115
2025-05-01,watermelon,100
2024-01-01,papaya,171
2024-01-02,papaya,159
2024-01-03,papaya,167
2024-01-04,papaya,162
2024-01-05,papaya,168
2024-01-06,papaya,173
2024-01-07,papaya,166
2024-01-08,papaya,173
2024-01-09,papaya,171
2024-01-10,papaya,169
2024-01-11,papaya,178
2024-01-12,papaya,172
2024-01-13,papaya,173
2024-01-14,papaya,164
2024-01-15,papaya,176
2024-01-16,papaya,173
2024-01-17,papaya,175
2024-01-18,papaya,174
2024-01-19,papaya,165
2024-01-20,papaya,172
2024-01-21,papaya,174
2024-01-22,papaya,165
2024-01-23,papaya,168
2024-01-24,papaya,171
2024-01-25,papaya,161
2024-01-26,papaya,174
2024-01-27,papaya,166
2024-01-28,papaya,171
2024-01-29,papaya,168
2024-01-30,papaya,172
2024-01-31,papaya,169
2024-02-01,papaya,174
2024-02-02,papaya,169
2024-02-03,papaya,172
2024-02-04,papaya,164
2024-02-05,papaya,176
2024-02-06,papaya,164
2024-02-07,papaya,158
2024-02-08,papaya,181
2024-02-09,papaya,165
2024-02-10,papaya,167
2024-02-11,papaya,167
2024-02-12,papaya,174
2024-02-13,papaya,161
2024-02-14,papaya,170
2024-02-15,papaya,171
2024-02-16,papaya,174
2024-02-17,papaya,172
2024-02-18,papaya,174
2024-02-19,papaya,183
2024-02-20,papaya,169
2024-02-21,papaya,165
2024-02-22,papaya,164
2024-02-23,papaya,164
2024-02-24,papaya,172
2024-02-25,papaya,165
2024-02-26,papaya,163
2024-02-27,papaya,169
2024-02-28,papaya,161
2024-02-29,papaya,170
2024-03-01,papaya,167
2024-03-02,papaya,172
2024-03-03,papaya,174
2024-03-04,papaya,169
2024-03-05,papaya,177
2024-03-06,papaya,157
2024-03-07,papaya,174
2024-03-08,papaya,167
2024-03-09,papaya,166
2024-03-10,papaya,169
2024-03-11,papaya,172
2024-03-12,papaya,172
2024-03-13,papaya,169
2024-03-14,papaya,170
2024-03-15,papaya,171
2024-03-16,papaya,166
2024-03-17,papaya,170
2024-03-18,papaya,174
2024-03-19,papaya,169
2024-03-20,papaya,166
2024-03-21,papaya,175
2024-03-22,papaya,175
2024-03-23,papaya,163
2024-03-24,papaya,170
2024-03-25,papaya,173
2024-03-26,papaya,171
2024-03-27,papaya,175
2024-03-28,papaya,172
2024-03-29,papaya,169
2024-03-30,papaya,172
2024-03-31,papaya,168
2024-04-01,papaya,161
2024-04-02,papaya,163
2024-04-03,papaya,172
2024-04-04,papaya,172
2024-04-05,papaya,170
2024-04-06,papaya,166
2024-04-07,papaya,172
2024-04-08,papaya,178
2024-04-09,papaya,170
2024-04-10,papaya,172
2024-04-11,papaya,162
2024-04-12,papaya,160
2024-04-13,papaya,175
2024-04-14,papaya,169
2024-04-15,papaya,166
2024-04-16,papaya,166
2024-04-17,papaya,168
2024-04-18,papaya,167
2024-04-19,papaya,165
2024-04-20,papaya,173
2024-04-21,papaya,167
2024-04-22,papaya,174
2024-04-23,papaya,179
2024-04-24,papaya,171
2024-04-25,papaya,172
2024-04-26,papaya,173
2024-04-27,papaya,177
2024-04-28,papaya,178
2024-04-29,papaya,168
2024-04-30,papaya,170
2024-05-01,papaya,164
2024-05-02,papaya,175
2024-05-03,papaya,164
2024-05-04,papaya,167
2024-05-05,papaya,165
2024-05-06,papaya,168
2024-05-07,papaya,170
2024-05-08,papaya,168
2024-05-09,papaya,167
2024-05-10,papaya,174
2024-05-11,papaya,171
2024-05-12,papaya,165
2024-05-13,papaya,174
2024-05-14,papaya,170
2024-05-15,papaya,175
2024-05-16,papaya,161
2024-05-17,papaya,171
2024-05-18,papaya,161
2024-05-19,papaya,170
2024-05-20,papaya,180
2024-05-21,papaya,173
2024-05-22,papaya,175
2024-05-23,papaya,175
2024-05-24,papaya,165
2024-05-25,papaya,161
2024-05-26,papaya,160
2024-05-27,papaya,172
2024-05-28,papaya,165
2024-05-29,papaya,167
2024-05-30,papaya,169
2024-05-31,papaya,171
2024-06-01,papaya,157
2024-06-02,papaya,178
2024-06-03,papaya,167
2024-06-04,papaya,168
2024-06-05,papaya,174
2024-06-06,papaya,169
2024-06-07,papaya,161
2024-06-08,papaya,176
2024-06-09,papaya,175
2024-06-10,papaya,170
2024-06-11,papaya,174
2024-06-12,papaya,168
2024-06-13,papaya,171
2024-06-14,papaya,163
2024-06-15,papaya,157
2024-06-16,papaya,170
2024-06-17,papaya,169
2024-06-18,papaya,168
2024-06-19,papaya,161
2024-06-20,papaya,171
2024-06-21,papaya,166
2024-06-22,papaya,168
2024-06-23,papaya,173
2024-06-24,papaya,167
2024-06-25,papaya,169
2024-06-26,papaya,174
2024-06-27,papaya,173
2024-06-28,papaya,161
2024-06-29,papaya,179
2024-06-30,papaya,163
2024-07-01,papaya,173
2024-07-02,papaya,165
2024-07-03,papaya,176
2024-07-04,papaya,163
2024-07-05,papaya,165
2024-07-06,papaya,176
2024-07-07,papaya,178
2024-07-08,papaya,169
2024-07-09,papaya,171
2024-07-10,papaya,172
2024-07-11,papaya,174
2024-07-12,papaya,174
2024-07-13,papaya,172
2024-07-14,papaya,172
2024-07-15,papaya,170
2024-07-16,papaya,163
2024-07-17,papaya,176
2024-07-18,papaya,167
2024-07-19,papaya,176
2024-07-20,papaya,167
2024-07-21,papaya,164
2024-07-22,papaya,173
2024-07-23,papaya,170
2024-07-24,papaya,166
2024-07-25,papaya,174
2024-07-26,papaya,173
2024-07-27,papaya,173
2024-07-28,papaya,169
2024-07-29,papaya,178
2024-07-30,papaya,177
2024-07-31,papaya,172
2024-08-01,papaya,177
2024-08-02,papaya,174
2024-08-03,papaya,166
2024-08-04,papaya,167
2024-08-05,papaya,165
2024-08-06,papaya,174
2024-08-07,papaya,174
2024-08-08,papaya,168
2024-08-09,papaya,165
2024-08-10,papaya,167
2024-08-11,papaya,172
2024-08-12,papaya,156
2024-08-13,papaya,178
2024-08-14,papaya,167
2024-08-15,papaya,169
2024-08-16,papaya,174
2024-08-17,papaya,164
2024-08-18,papaya,174
2024-08-19,papaya,169
2024-08-20,papaya,161
2024-08-21,papaya,163
2024-08-22,papaya,169
2024-08-23,papaya,175
2024-08-24,papaya,168
2024-08-25,papaya,175
2024-08-26,papaya,169
2024-08-27,papaya,179
2024-08-28,papaya,160
2024-08-29,papaya,175
2024-08-30,papaya,169
2024-08-31,papaya,176
2024-09-01,papaya,168
2024-09-02,papaya,168
2024-09-03,papaya,165
2024-09-04,papaya,167
2024-09-05,papaya,173
2024-09-06,papaya,172
2024-09-07,papaya,174
2024-09-08,papaya,173
2024-09-09,papaya,170
2024-09-10,papaya,184
2024-09-11,papaya,175
2024-09-12,papaya,179
2024-09-13,papaya,170
2024-09-14,papaya,168
2024-09-15,papaya,165
2024-09-16,papaya,164
2024-09-17,papaya,179
2024-09-18,papaya,169
2024-09-19,papaya,171
2024-09-20,papaya,163
2024-09-21,papaya,165
2024-09-22,papaya,167
2024-09-23,papaya,176
2024-09-24,papaya,170
2024-09-25,papaya,168
2024-09-26,papaya,169
2024-09-27,papaya,167
2024-09-28,papaya,168
2024-09-29,papaya,161
2024-09-30,papaya,156
2024-10-01,papaya,172
2024-10-02,papaya,170
2024-10-03,papaya,172
2024-10-04,papaya,164
2024-10-05,papaya,173
2024-10-06,papaya,177
2024-10-07,papaya,169
2024-10-08,papaya,174
2024-10-09,papaya,180
2024-10-10,papaya,173
2024-10-11,papaya,180
2024-10-12,papaya,171
2024-10-13,papaya,179
2024-10-14,papaya,171
2024-10-15,papaya,171
2024-10-16,papaya,159
2024-10-17,papaya,169
2024-10-18,papaya,169
2024-10-19,papaya,172
2024-10-20,papaya,177
2024-10-21,papaya,171
2024-10-22,papaya,161
2024-10-23,papaya,173
2024-10-24,papaya,169
2024-10-25,papaya,170
2024-10-26,papaya,176
2024-10-27,papaya,159
2024-10-28,papaya,176
2024-10-29,papaya,163
2024-10-30,papaya,172
2024-10-31,papaya,169
